,Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
990,5634033.62,402430.9729,6,245859.1932,AKBAR PHARMACEUTICALS PVT LTD,HILBRO INTT PVT LTD,14,0
991,3781156.45,3781156.45,13,,NEW VISION INNOVATION,SHAFI TEXCEL LIMITED,1,0
992,16597388.81,8298694.405,14,3873499.771,PREMIER ENTERPRISE,AWAMI AGRO COMMODITIES,2,0
993,653320.14,326660.07,14,23358.84825,PREMIER ENTERPRISE,IMPERIAL STEEL,2,1
994,2247518.52,1123759.26,18,1174609.524,PELSNOER AS,M S A R YOUSAF,2,0
995,1172662.81,390887.6033,18,305238.0193,PELSNOER AS,M.S LEATER COORDINATOR,3,0
996,20519451.65,2931350.236,21,1482499.341,NIMA SA BED LINEN 48 MIROVLITISSAS,AFROZE TEXTILE INDUSTRIES (PVT.) LT,7,0
997,7656765.58,1914191.395,21,73896.96851,NIMA SA BED LINEN 48 MIROVLITISSAS,ZEPHYR TEXTILES LTD.,4,1
998,1540871.64,1540871.64,2,,AKBAR ALI KHAN EMAMDEEN,M/S WINTEX EXPORTS PVT LTD,1,0
999,1481868.83,1481868.83,2,,AKBAR ALI KHAN EMAMDEEN,WINTEX EXPORTS PVT LTD,1,0
1000,791190.42,791190.42,32,,WEITA AG,BUMA INTERNATIONAL,1,0
1001,486973.17,486973.17,32,,WEITA AG,HOUSE OF STEEL,1,0
1002,12933149.93,2155524.988,32,765626.773,WEITA AG,SAS AGENCIES PVT LTD,6,0
1003,2793202.94,2793202.94,8,,BDSK HANDELS GMBH AND CO,KAMAL TEXTILE MILLS (PVT) LTD,1,0
1004,6169086.1,3084543.05,8,2921678.67,BDSK HANDELS GMBH AND CO,NISHAT MILLS LTD,2,1
1005,40177920.89,4017792.089,8,1699791.187,BDSK HANDELS GMBH AND CO,UNITY HOME COLLECTIONS,10,0
1006,1792975.01,597658.3367,37,434731.6617,MIDAS CLOTHING LTD,NISHAT MILLS LTD,3,1
1007,3085885.82,1542942.91,37,697935.578,MIDAS CLOTHING LTD,SARENA IND.& EMBROIDERY MILLS PVT,2,0
1008,826200,275400,37,316608.3227,MIDAS CLOTHING LTD,SHERWANI INTERNATIONAL,3,0
1009,44077759.06,1836573.294,11,674081.3113,SANWARIA SALES CORPORATION,NIRANKAR TRADING COMPANY,24,0
1010,22749135.4,1516609.027,11,478354.394,SANWARIA SALES CORPORATION,SATNAM TRADING COMPANY,15,0
1011,2616337.15,2616337.15,11,,SANWARIA SALES CORPORATION,SOOFI TRADERS,1,0
1012,267016.28,267016.28,6,,ALL SPORTS BVBA,MEGADON CLASSIC INT. PVT.LTD,1,0
1013,2743259.89,548651.978,6,622920.0314,ALL SPORTS BVBA,MEGADON CLASSIC INTL PVT LTD,5,0
1014,457881.01,457881.01,6,,ALL SPORTS BVBA,SESIL PRIVATE LIMITED,1,0
1015,1659427.56,1659427.56,4,,SANICARE AB,A I TEXTILES,1,1
1016,8097304.58,8097304.58,4,,SANICARE AB,ASHAR INTERNATIONAL PVT LTD,1,0
1017,3108182.34,1554091.17,4,312907.7756,SANICARE AB,CHAWALA ENTERPRISES,2,1
1018,5968519.12,2984259.56,14,289067.1472,SAMEER QUTUB AL DEEN SULTAN EST,BABA ENTERPRISES,2,0
1019,5385189.15,2692594.575,14,83384.754,SAMEER QUTUB AL DEEN SULTAN EST,MESKAY & FAMTEE FOODS,2,0
1020,3358319.59,671663.918,18,192627.6523,JCCLEDERMODEN VERTRIEBS GMBH,INTER UNION INDUSTRIES,5,0
1021,123481323.3,2684376.593,18,3063547.975,JCCLEDERMODEN VERTRIEBS GMBH,M S A R YOUSAF,46,0
1022,11617265.46,2323453.092,18,1679273.872,JCCLEDERMODEN VERTRIEBS GMBH,M.S LEATER COORDINATOR,5,0
1023,120726170.3,2367179.811,18,1954685.306,PAUL GREEN GMBH,DADA ENTERPRISES  PVT  LIMITED,51,0
1024,3075538.54,3075538.54,18,,PAUL GREEN GMBH,MIMA LEATHER (PVT) LTD,1,0
1025,24526726.96,3503818.137,18,1558375.541,PAUL GREEN GMBH,UNIVERSAL LEATHER (PVT) LTD,7,0
1026,1297267.17,1297267.17,11,,SATYA NARAIAN AMIT KUMAR,LAL SHAHBAZ TRADERS,1,0
1027,1546741.63,1546741.63,11,,SATYA NARAIAN AMIT KUMAR,M/S NEW RAJA COMMISSION SHOP,1,0
1028,5611707.77,1402926.943,11,227684.3882,SATYA NARAIAN AMIT KUMAR,SATNAM TRADING COMPANY,4,0
1029,8756360.53,4378180.265,2,5431058.784,BED MARKER FINE HOME TEXTILES,KAUSAR PROCESSING IND PVT LTD,2,0
1030,4719079.77,4719079.77,2,,BED MARKER FINE HOME TEXTILES,NOOR FATIMA FABRICS PVT LTD,1,1
1031,3972346.12,3972346.12,2,,BED MARKER FINE HOME TEXTILES,SHERCOTEX,1,0
1032,5605676.36,800810.9086,2,582749.8023,WEAVE TEX FABRICS INC,AL REHMAT TRADERS PVT LTD,7,0
1033,13044370.45,4348123.483,2,1426703.639,WEAVE TEX FABRICS INC,BEST EXPORTS PVT LTD,3,0
1034,11960204.8,1328911.644,2,636661.1889,WEAVE TEX FABRICS INC,ROY TEXTILES,9,0
1035,268817250.4,16801078.15,32,19053142.66,WAL MART STORES INC USA,AFROZE TEXTILE INDUSTRIES (PVT.) LT,16,1
1036,8329445.8,4164722.9,32,3270424.908,WAL MART STORES INC USA,FIRST AMERICAN CORP PRIVATE LIMITED,2,0
1037,34559794.92,17279897.46,32,10234339.33,WAL MART STORES INC USA,MASOOD TEXTILE MILLS LIMITED,2,0
1038,17722611.88,2531801.697,21,1778356.549,OFION HOME TRADING LLC,AFROZE TEXTILE INDUSTRIES (PVT.) LT,7,0
1039,86485410.29,3603558.762,21,1768785.779,OFION HOME TRADING LLC,ALLAH TAWAKAL TEXTILE,24,0
1040,1574934.34,1574934.34,21,,OFION HOME TRADING LLC,DIAMOND FABRICS,1,1
1041,8584856.28,1716971.256,11,680399.634,SARAN SINGH GAJINDHER SINGH,LAL SHAHBAZ TRADERS,5,0
1042,1276722.22,1276722.22,11,,SARAN SINGH GAJINDHER SINGH,M S LAL TRADERS,1,0
1043,1546741.63,1546741.63,11,,SARAN SINGH GAJINDHER SINGH,MEHTAB TRADERS,1,0
1044,2284739.48,2284739.48,15,,SERIGNE BASSIROU MBACKER CASTOR DA,SADAQAT LIMITED,1,0
1045,5457725.42,5457725.42,15,,SERIGNE BASSIROU MBACKER CASTOR DA,ZAIN EXPORTS INTERNATIONAL,1,0
1046,307442.68,307442.68,62,,TAJ OVERSEAS,AWAIS & CO,1,0
1047,12992084.58,1082673.715,62,320218.3883,TAJ OVERSEAS,SALT RANGE,12,0
1048,2638381.05,527676.21,4,378162.1824,SIMBA NEW ZEALAND LTD,HUSSAIN HOME TEXTILE,5,0
1049,12974818.45,3243704.613,4,804679.1499,SIMBA NEW ZEALAND LTD,LIBAZ SOURCING PVT LTD,4,0
1050,3190715.39,455816.4843,4,353415.2766,SIMBA NEW ZEALAND LTD,RAINBOW INDUSTRIES,7,0
1051,551611.08,551611.08,16,,HORNBY STREET LTD,AL AZIZ APPARELS SUPPLY,1,0
1052,5060515.96,1012103.192,16,496778.7773,HORNBY STREET LTD,M S  OPULENT INTERNATIONAL,5,0
1053,27890059.7,2789005.97,16,1790255.375,HORNBY STREET LTD,M/S  SANDAL EXPORT,10,0
1054,5006344.37,2503172.185,21,566512.3085,HUBERT KUCA DOO SEVERIN,ALLAH TAWAKAL TEXTILE,2,0
1055,3643322.33,1821661.165,21,981454.136,HUBERT KUCA DOO SEVERIN,HUSSAIN HOME TEXTILE,2,1
1056,1470547.1,1470547.1,21,,HUBERT KUCA DOO SEVERIN,LOYAL TEXTILE,1,0
1057,17488320.81,2186040.101,21,1466640.167,FORTEXA SCANDINAVIA AS,ASHAR INTERNATIONAL PVT LTD,8,1
1058,844754.05,422377.025,21,136454.518,FORTEXA SCANDINAVIA AS,HUSSAIN CORPORATION,2,0
1059,285297.1,285297.1,21,,FORTEXA SCANDINAVIA AS,NOOR FATIMA FABRICS PVT LTD,1,0
1060,143903.94,143903.94,15,,OTTO LEIBINGER GMBH,LASER SPORTS  PVT LTD,1,0
1061,79105.09,79105.09,15,,OTTO LEIBINGER GMBH,SUSKAN TRADING CORP,1,0
1062,1826247.36,1826247.36,15,,OTTO LEIBINGER GMBH,TOWNE BROTHERS LTD,1,1
1063,7538994.37,3769497.185,2,1478064.067,GLOBAL TEXTILE TRADING LTD,A I TEXTILES,2,0
1064,2959479.83,2959479.83,2,,GLOBAL TEXTILE TRADING LTD,HUSSAIN HOME TEXTILE,1,1
1065,5673431.73,5673431.73,2,,GLOBAL TEXTILE TRADING LTD,WAQAS TEXTILE,1,0
1066,294976.71,294976.71,2,,TI EMME SRL,M.S LEATER COORDINATOR,1,1
1067,15891919.07,2648653.178,2,2016180.191,TI EMME SRL,MULTAN HIDE CO PVT LTD,6,1
1068,9550108.3,9550108.3,2,,TI EMME SRL,NIMRA TEXTILE  PVT  LTD,1,0
1069,2274226.44,758075.48,6,848496.5658,SWEDEN,SCIMITAR INTERNATIONAL,3,0
1070,996713.34,996713.34,6,,SWEDEN,SESIL PRIVATE LIMITED,1,0
1071,548752.61,548752.61,6,,SWEDEN,TABO GUGOO IND PVT LTD,1,0
1072,5935361.04,5935361.04,33,,IMPORTADORA ROMHERTEX SAC DIRECCION,I J TEX,1,0
1073,1453484.97,1453484.97,1,,SHOPISFY LTD,ARD INDUSTRIES,1,0
1074,51445496.41,3026205.671,1,1463541.319,SHOPISFY LTD,ASAMA ENTERPRISES,17,0
1075,3431077.75,3431077.75,1,,SHOPISFY LTD,DIAMOND FABRICS,1,0
1076,8406136.14,1401022.69,11,238797.6085,SHIV SHAKTI TRADING CO,AJEET TRADERS,6,0
1077,1546741.63,1546741.63,11,,SHIV SHAKTI TRADING CO,DARVESH TRADERS,1,0
1078,1068337.67,1068337.67,11,,SHIV SHAKTI TRADING CO,SADA SHIV TRADERS,1,0
1079,34061813.14,6812362.628,13,6985085.447,DYCKHOFF GMBH HAUENHORSTER,LAL INDUSTRIES,5,1
1080,75471.26,75471.26,13,,DYCKHOFF GMBH HAUENHORSTER,M/S HAROON CORPORATION,1,0
1081,416283.52,416283.52,13,,DYCKHOFF GMBH HAUENHORSTER,M/S.MULTAN INDUSTRIES,1,1
1082,1127205.26,1127205.26,11,, ASHUTOSH AND COMPANY,M S DARSHAN TRADERS,1,0
1083,1549991.08,1549991.08,11,, ASHUTOSH AND COMPANY,M S LAL TRADERS,1,0
1084,1546741.63,1546741.63,11,, ASHUTOSH AND COMPANY,RAJA COMMISSION SHOP,1,0
1085,27310923.59,2275910.299,2,440074.5397,DUVET PILLOW AND LINEN CO LTD,ADIL WAHEED GARMENTS,12,0
1086,27844865.76,2141912.751,2,674177.8681,DUVET PILLOW AND LINEN CO LTD,CHAWALA ENTERPRISES,13,0
1087,2588436.95,2588436.95,2,,DUVET PILLOW AND LINEN CO LTD,MEHNGA TEXTILES,1,0
1088,21454821.04,4290964.208,8,3161439.654,JANSEN FASHION GROUP GMBH,KAY & EMMS PVT.LTD.,5,1
1089,9801360.81,1400194.401,8,985467.1324,JANSEN FASHION GROUP GMBH,MUSTAFA & CO.,7,0
1090,15355152.76,3071030.552,8,576367.7751,JANSEN FASHION GROUP GMBH,MUSTAFA AND COMPANY PVT LTD,5,0
1091,3400838.36,1700419.18,1,147361.93,SHF LUTON LTD,ALGODON PRIVATE LIMITED,2,1
1092,131102499.2,7711911.715,1,3026646.138,SHF LUTON LTD,ALI TEXTILES,17,0
1093,1851352.85,1851352.85,1,,SHF LUTON LTD,KLASS TEXTILE,1,0
1094,6603735.6,1320747.12,11,492213.3902, AMUL AND SONS,ANMOL COMMISSION SHOP,5,0
1095,27383490.29,1711468.143,11,687103.5657, AMUL AND SONS,M/S ANMOOL COMMISION SHOP,16,0
1096,7704358.2,1540871.64,11,602835.8253, AMUL AND SONS,M/S GULSTAN TRADERS,5,0
1097,69226081.9,5768840.158,21,1089361.502, JYSK AS CO SHARED FINANCE,GUL AHMED TEXTILE MILLS LTD.,12,0
1098,39951751.33,3631977.394,21,833015.5844, JYSK AS CO SHARED FINANCE,MULTIMAT INT,11,0
1099,17584443.92,4396110.98,21,1622150.343, JYSK AS CO SHARED FINANCE,NOOR FATIMA FABRICS PVT LTD,4,0
1100,49670867.55,4139238.963,69,2157795.098,AZIZ TEXTILES LTD,JAKCOP ENTERPRISES  PVT  LTD.,12,0
1101,2201245.2,2201245.2,11,,ESHWAR TRADING CO,AJEET TRADERS,1,0
1102,26073015.66,1448500.87,11,275746.319,ESHWAR TRADING CO,M S LAL TRADERS,18,0
1103,3907063.48,976765.87,11,567264.9434,ESHWAR TRADING CO,SHAH TRADERS,4,0
1104,1496846.74,1496846.74,11,,ONKAR TRADERS,M S NEW FRIENDS TRADERS SUKKUR,1,0
1105,1197477.39,1197477.39,11,,ONKAR TRADERS,SIKKIM TRADING COMPANY,1,0
1106,1937095.78,1937095.78,11,, KESHAV TRADERS,HARI OM TRADERS,1,0
1107,1297267.17,1297267.17,11,, KESHAV TRADERS,LAL SHAHBAZ TRADERS,1,0
1108,15711020.74,1571102.074,11,111169.1633, KESHAV TRADERS,NEW PRINCE COMISION SHOP & COM AGEN,10,0
1109,2020440.47,2020440.47,1,,MIRTEX,HBR TEXTILE INDUSTRIES,1,0
1110,7740584.44,7740584.44,1,,MIRTEX,LAL INDUSTRIES,1,0
1111,6037282.44,2012427.48,1,762224.9569,MIRTEX,M S SOUTH ASIAN TEXTILE INDUSTRIES,3,0
1112,8804980.8,2201245.2,11,0, SHWETA INTERNATIONAL,LAL SHAHBAZ TRADERS,4,0
1113,1100622.6,1100622.6,11,, SHWETA INTERNATIONAL,RAJESH KUMAR BROKER,1,0
1114,9424264.45,1178033.056,11,160832.2749, SHWETA INTERNATIONAL,SADA SHIV TRADERS,8,0
1115,227936106.1,4748668.877,2,1893823.259,INTRALIN CORPORATION,AL REHMAT TRADERS PVT LTD,48,0
1116,23712234.67,2155657.697,4,1710427.516,SENS TEX AB ASBOHOLMSGATAN 16,ASHAR INTERNATIONAL PVT LTD,11,0
1117,47192242.16,2949515.135,4,1526155.316,SENS TEX AB ASBOHOLMSGATAN 16,MIAN GHOUS BUX PVT.LTD.,16,0
1118,11540933.61,3846977.87,4,1117488.142,SENS TEX AB ASBOHOLMSGATAN 16,ZEPHYR TEXTILES LTD.,3,0
1119,2745244.17,2745244.17,2,,DN MODA HOGAR SL,AL BARKA FABRICS  PVT  LTD,1,0
1120,20596265.51,5149066.378,2,467540.0745,DN MODA HOGAR SL,KARAMBE TEXTEIS,4,0
1121,8384446,8384446,2,,DN MODA HOGAR SL,M A HAQ TEXTILE,1,0
1122,2823044.56,2823044.56,10,,DIRECT BUSINESS ONE GMBH AND CO,AZIZ TEXTILES,1,0
1123,529556.7,529556.7,10,,DIRECT BUSINESS ONE GMBH AND CO,LOYAL TEXTILE,1,1
1124,12301855.68,2460371.136,10,1289059.568,DIRECT BUSINESS ONE GMBH AND CO,SABRI TEXTILES,5,0
1125,25471551.6,12735775.8,9,12785662.28, SABAROT WASSNER,FAZAL   CO,2,0
1126,21299667.84,10649833.92,9,8212471.772, SABAROT WASSNER,M. HUSSAIN & CO.,2,0
1127,838569.6,838569.6,9,, SABAROT WASSNER,RAHMAN TRADERS,1,0
1128,5457463.37,5457463.37,15,,DEVENTRADE BV BERGWEIDEDIJK,ANWAR KHAWAJA IND PVT LTD,1,0
1129,13801712.02,3450428.005,15,2516505.774,DEVENTRADE BV BERGWEIDEDIJK,COMET SPORTS   PVT  LTD,4,0
1130,17777.68,17777.68,15,,DEVENTRADE BV BERGWEIDEDIJK,COMET SPORTS PVT LTD,1,0
1131,15993419.54,2665569.923,1,2090091.433, GRANPIE CO LTD,HAYATULLAH & CO.,6,0
1132,4274923,2137461.5,1,207313.0309, GRANPIE CO LTD,M/S SILK ROAD GALLERY,2,0
1133,17358390.72,8679195.36,9,11295854.68, BONTOUT SA,FAZAL   CO,2,0
1134,38539610.6,19269805.3,9,5842862.365, BONTOUT SA,M. HUSSAIN & CO.,2,0
1135,1037729.88,1037729.88,9,, BONTOUT SA,RAHMAN TRADERS,1,0
1136,19245172.32,19245172.32,2,,ABANI TRADING PTE LTD,KAFI COMMODITIES PVT LTD,1,1
1137,6877109.29,6877109.29,2,,ABANI TRADING PTE LTD,M/S WINTEX EXPORTS PVT LTD,1,0
1138,20545584.13,6848528.043,2,108721.6814,ABANI TRADING PTE LTD,WINTEX EXPORTS PVT LTD,3,0
1139,11937265.73,5968632.865,21,1821870.91, NOVELTEX LTD,AFROZE TEXTILE INDUSTRIES (PVT.) LT,2,0
1140,4349749.89,4349749.89,21,, NOVELTEX LTD,IBRAHIM FABRICS,1,0
1141,4229231.44,4229231.44,21,, NOVELTEX LTD,KAUSAR PROCESSING IND PVT LTD,1,1
1142,16716836.76,8358418.38,2,4218515.491,LIGHTING INVESTMENTS (PVT) LTD,M/S WINTEX EXPORTS PVT LTD,2,0
1143,14872734.16,7436367.08,2,3513092.331,LIGHTING INVESTMENTS (PVT) LTD,ROMEX INTERNATIONAL,2,1
1144,5686948.42,5686948.42,2,,LIGHTING INVESTMENTS (PVT) LTD,WINTEX EXPORTS PVT LTD,1,0
1145,78467310.73,5604807.909,21,7557941.547,LEVI STRAUSS AND CO,AKHTER TEXTILE INDUSTRIES,14,0
1146,11333762.9,5666881.45,21,3151964.455,LEVI STRAUSS AND CO,COTTON WEB PVT LTD,2,0
1147,17681203.33,17681203.33,21,,LEVI STRAUSS AND CO,CRESCENT BAHUMAN LTD,1,0
1148,1171314.02,1171314.02,21,, CROSSWINDS SOURCING LLC,AL SABAHAT ENTERPRISES,1,0
1149,269517067.1,5989268.158,21,3816560.801, CROSSWINDS SOURCING LLC,GRACE APPAREL PVT LTD,45,0
1150,2143383.9,2143383.9,21,, CROSSWINDS SOURCING LLC,MEHAR INTERNATIONAL,1,0
1151,34100366.75,17050183.38,6,5736132.099,CENTURION MEDICAL PRODUCTS,DR.FRIGZ INTERNATIONAL PVT LTD,2,0
1152,42194458.55,3835859.868,6,444478.8536,CENTURION MEDICAL PRODUCTS,HILBRO INTT PVT LTD,11,0
1153,69545001.46,4346562.591,2,1319485.977,GHANI TEXTILES INC,AL BARKA FABRICS  PVT  LTD,16,0
1154,6904751.69,3452375.845,2,237898.56,GHANI TEXTILES INC,M/S WINTEX EXPORTS PVT LTD,2,0
1155,4180451.84,4180451.84,2,,GHANI TEXTILES INC,WINTEX EXPORTS PVT LTD,1,0
1156,4877330.44,4877330.44,1,, ABDUL RAHMAN ABDULLAH MOUMIN,CHAMPION INTERNATIONAL,1,0
1157,6272500.61,6272500.61,1,, ABDUL RAHMAN ABDULLAH MOUMIN,ISMAIL HAMEED   SONS,1,0
1158,560761.97,560761.97,1,, ABDUL RAHMAN ABDULLAH MOUMIN,SIX B FOOD INDUSTRIES PVT LTD,1,1
1159,4614921.05,1538307.017,10,1188119.709,PR TEXTILES,AL SAHIL TEXTILES,3,0
1160,13221372,1469041.333,10,415795.2707,PR TEXTILES,ALGODON PRIVATE LIMITED,9,0
1161,1539441.6,1539441.6,10,,PR TEXTILES,SHAFI EXPORTS,1,0
1162,9071567.19,4535783.595,12,186133.3939,ASANIDAS IKE,AFROZE TEXTILE INDUSTRIES (PVT.) LT,2,1
1163,2392366.79,1196183.395,12,470298.2263,ASANIDAS IKE,CHAWALA ENTERPRISES,2,1
1164,8776603.03,4388301.515,12,73971.64953,ASANIDAS IKE,KHIZRA FABRICS,2,0
1165,9429113.48,2357278.37,70,778222.7365,CHAUDHARY SHAUKAT TRADING LLC,CHATTAN METAL WORKS,4,0
1166,19238288.71,2137587.634,70,148680.297,CHAUDHARY SHAUKAT TRADING LLC,UNIQUE INDUSTY,9,0
1167,69851075.68,11641845.95,10,3946066.571,LAVANDERIA INDUSTRIALE SRL,AZIZ TEXTILES,6,0
1168,16712759.05,4178189.763,10,1118471.721,LAVANDERIA INDUSTRIALE SRL,HOME & HOTEL TEXTILES PVT LIMITED,4,0
1169,8493759.05,4246879.525,10,1692668.062,LAVANDERIA INDUSTRIALE SRL,HOME AND HOTEL TEXTILES PVT LIMITED,2,0
1170,54765357.94,7823622.563,13,3616474.76,CHEMITEX S A,NAVEENA INDUSTRIES,7,0
1171,17956759.38,4489189.845,13,725960.9211,CHEMITEX S A,SHAFI TEXCEL LIMITED,4,0
1172,6815250.11,2271750.037,13,1081535.745,CHEMITEX S A,ZAFAR FABRICS (PVT) LTD,3,0
1173,3600848.26,3600848.26,13,,CHEMITEX SA AVENUE,RELIANCE WEAVING MILLS LTD,1,0
1174,13357347.7,6678673.85,13,3458994.532,CHEMITEX SA AVENUE,SHAFI TEXCEL LIMITED,2,0
1175,8532051.55,2844017.183,13,496175.0476,CHEMITEX SA AVENUE,SHUJABAD WEAVING MILLS LTD.,3,0
1176,3393130.38,3393130.38,2,,ROYAL EUROPE TEXTILE SL,CHAWALA ENTERPRISES,1,0
1177,280700246,7386848.578,2,3886664.847,ROYAL EUROPE TEXTILE SL,M/S WINTEX EXPORTS PVT LTD,38,0
1178,119670454.2,8547889.585,2,4560579.801,ROYAL EUROPE TEXTILE SL,WINTEX EXPORTS PVT LTD,14,0
1179,19167814.27,1369129.591,11,116591.98, MAHADEV TRADING CO,AWAMI TRADERS,14,0
1180,1546741.63,1546741.63,11,, MAHADEV TRADING CO,M/S NEW RAJA COMMISSION SHOP,1,0
1181,1546741.63,1546741.63,11,, MAHADEV TRADING CO,RAJESH KUMAR BROKER,1,0
1182,2139212.01,2139212.01,12,,GULF ASIAN GENERAL TRADING CO LLC,ACTIVE APPARELS INTL PVT LTD,1,0
1183,33157677.2,4736811.029,12,2556511.264,GULF ASIAN GENERAL TRADING CO LLC,MESTEX LINENS (PVT) LIMITED,7,0
1184,4649939.71,4649939.71,12,,GULF ASIAN GENERAL TRADING CO LLC,ZEPHYR TEXTILES LTD.,1,1
1185,31059674.6,10353224.87,35,2479699.068,THANH DAT TRADING SERVICES IMPORT,AKHLAQ ENTERPRISES  PVT LTD,3,0
1186,45941926.52,9188385.304,35,809186.7228,THANH DAT TRADING SERVICES IMPORT,KOLDKRAFT TONGDA PRIVATE LIMITED,5,0
1187,373461708.3,4445972.717,8,949224.3795, MONARCH BRANDS,FATIMA WEAVING MILLS PVT LTD,84,0
1188,33307909.04,4758272.72,8,1635930.335, MONARCH BRANDS,Feroze 1888 Mill Limited,7,0
1189,2586824.74,2586824.74,8,, MONARCH BRANDS,JIA ENTERPRISES,1,0
1190,7968085.34,2656028.447,10,1273204.596,ZULQARNAIN UNIT,AL MAKKAH EXPORTS,3,0
1191,13526434.99,3381608.747,10,1298777.98,ZULQARNAIN UNIT,AL-MAKKAH EXPORTS,4,0
1192,9929012.54,1418430.363,10,897126.789,ZULQARNAIN UNIT,M S AG APPRELS,7,0
1193,26488359.17,6622089.793,10,4291343.213,MALU NV NIJERHEIDSSTRAAT 29 2570,AL MAKKAH EXPORTS,4,0
1194,1510892.78,1510892.78,10,,MALU NV NIJERHEIDSSTRAAT 29 2570,AL-MAKKAH EXPORTS,1,0
1195,134110321.9,4967048.959,10,2720770.268,MALU NV NIJERHEIDSSTRAAT 29 2570,RUBY INTERNATIONAL,27,1
1196,28407109.15,2029079.225,3,1824348.825,4207602 CANADA INC CAMEO KNITTING,AMIL EXPORTS (PVT) LTD,14,1
1197,23799202.73,820662.1631,3,1011161.449,4207602 CANADA INC CAMEO KNITTING,INTER MARKET KNIT PVT LTD,29,0
1198,513728.7,513728.7,71,,GAURAV INTERNATIONAL,AUSVET INTERNATIONAL,1,0
1199,7721248.04,1286874.673,71,577178.2649,GAURAV INTERNATIONAL,MEHBOOB & SONS,6,0
1200,1966298.97,983149.485,71,374408.6636,GAURAV INTERNATIONAL,PLEASANT SURGICO,2,0
1201,49445791.06,12361447.76,1,5504581.61,MAHMOOD SALEH MY AL DAHLAWI,K.B.ENTERPRISES,4,0
1202,8368662.56,4184331.28,1,858862.9697,MAHMOOD SALEH MY AL DAHLAWI,Z I S TEXTILES PVT LTD,2,0
1203,12180164,3045041,16,1421072.845,ZEEMAN TEXTIEL SUPERS B V,M S  OPULENT INTERNATIONAL,4,0
1204,40496823.67,1499882.358,16,506677.7294,ZEEMAN TEXTIEL SUPERS B V,MACHTRADE CORPORATION,27,0
1205,56283342.95,1655392.44,14,615987.6795,UNIFIED FOODS PTY LTD,EM FOOD,34,0
1206,17950735.32,2243841.915,14,91161.25016,UNIFIED FOODS PTY LTD,EMF ENTERPRISES,8,0
1207,2855507.69,951835.8967,14,121627.3029,UNIFIED FOODS PTY LTD,FRUITICANA FOODS,3,0
1208,13184373.85,2636874.77,1,1587884.062,BMA INTERNATIONAL FZE,E & M TEXTILES,5,0
1209,3290127.83,3290127.83,1,,BMA INTERNATIONAL FZE,GULFRAZ FABRICS,1,0
1210,4045836.27,2022918.135,1,719147.1763,BMA INTERNATIONAL FZE,Z I S TEXTILES PVT LTD,2,0
1211,32111433.73,5351905.622,8,4070749.05,CALDERON TEXTILES LLC,ARSHAD CORPORATION PVT LTD,6,0
1212,7006249.01,1000892.716,8,837571.8781,CALDERON TEXTILES LLC,SAMIRA FABRICS (PVT) LTD,7,0
1213,1318850215,4147327.72,8,1721904.717,CALDERON TEXTILES LLC,ZULFIQAR WEAVING & TOWEL,318,0
1214,4559512.56,4559512.56,1,,ZUBAIR SONIJA TRADING CO LLC,A I TEXTILES,1,1
1215,12287790.96,12287790.96,1,,ZUBAIR SONIJA TRADING CO LLC,GULFRAZ FABRICS,1,0
1216,5136658.08,2568329.04,1,108511.3621,ZUBAIR SONIJA TRADING CO LLC,Z I S TEXTILES PVT LTD,2,0
1217,68751.18,68751.18,72,,GRIP GRAB APS,JAFFSON ENTERPRISES PVT LTD,1,0
1218,561317.53,561317.53,72,,GRIP GRAB APS,M S UNIK PRODUCTS,1,0
1219,11674654.02,2918663.505,12,1152310.241,LUCKY SPINNING CO LTD,ELLCOT SPINNING MILLS LTD.,4,0
1220,14793150.76,4931050.253,12,2049623.588,LUCKY SPINNING CO LTD,INDUS DYEING AND MFG CO LTD.,3,0
1221,1466837.47,1466837.47,12,,LUCKY SPINNING CO LTD,SAPPHIRE TEXTILE MILLS LTD U-5,1,0
1222,7268342.08,7268342.08,15,,STYLE AT HOME LTD,BISMILLAH TEXTILE MILLS LIMITED,1,0
1223,8922539.13,2230634.783,15,915365.9878,STYLE AT HOME LTD,SHAKEEL TEXTILE INDUSTRIES,4,1
1224,3735361.16,3735361.16,15,,STYLE AT HOME LTD,ZEPHYR TEXTILES LTD.,1,1
1225,174401.51,174401.51,6,,THAILAND,FALCON SURGICAL CO. LTD,1,0
1226,1757746.7,1757746.7,6,,THAILAND,WEST BONES CRUSHING MILLS,1,0
1227,148584051,74292025.5,14,32798003.24,LOUIS DREYFUS COMPANY SUISSE SA,BABA ENTERPRISES,2,0
1228,76257423,38128711.5,14,10562068.84,LOUIS DREYFUS COMPANY SUISSE SA,HASSAN ALI RICE EXPORT COMPANY,2,0
1229,33018678,16509339,14,9339092.448,LOUIS DREYFUS COMPANY SUISSE SA,SINDH PUNJAB TRADERS,2,0
1230,8623011.19,2155752.798,11,611669.8472,RS INTERNATIONAL,HARI OM TRADERS,4,0
1231,1297267.17,1297267.17,11,,RS INTERNATIONAL,M/S NEW RAJA COMMISSION SHOP,1,0
1232,3935407.13,1311802.377,11,12587.85822,RS INTERNATIONAL,MALIK SIKANDER TRADERS,3,0
1233,9548619.08,3182873.027,21,1484395.268,RSN ENTERPRISE SL,ALLAH TAWAKAL TEXTILE,3,0
